city,timestamp,temperature,season
New York,2010-01-01,10.405022387957754,winter
New York,2010-01-02,-1.104666425726439,winter
New York,2010-01-03,1.5558481484548325,winter
New York,2010-01-04,-0.36405204030143923,winter
New York,2010-01-05,-7.538953086332928,winter
New York,2010-01-06,-6.687119306761568,winter
New York,2010-01-07,-2.485246674527964,winter
New York,2010-01-08,-3.8736777684644537,winter
New York,2010-01-09,-4.805083774625441,winter
New York,2010-01-10,-3.327509038327282,winter
New York,2010-01-11,1.293443990500751,winter
New York,2010-01-12,-3.7152603880568957,winter
New York,2010-01-13,-8.309863501383875,winter
New York,2010-01-14,1.9398656563185717,winter
New York,2010-01-15,0.050152904135633544,winter
New York,2010-01-16,-6.111454368922481,winter
New York,2010-01-17,0.5364004727953151,winter
New York,2010-01-18,2.0762695178271837,winter
New York,2010-01-19,-2.2651664877886297,winter
New York,2010-01-20,-2.900513097350381,winter
New York,2010-01-21,-0.837432793675638,winter
New York,2010-01-22,6.426904415147101,winter
New York,2010-01-23,5.36071845408541,winter
New York,2010-01-24,1.535782585967457,winter
New York,2010-01-25,-1.0972141345546498,winter
New York,2010-01-26,9.627062825409359,winter
New York,2010-01-27,5.48597232867882,winter
New York,2010-01-28,-0.6910200341847633,winter
New York,2010-01-29,0.49403742930381195,winter
New York,2010-01-30,-6.103266850520931,winter
New York,2010-01-31,-1.6043513314384072,winter
New York,2010-02-01,7.518786249563575,winter
New York,2010-02-02,6.621429379210743,winter
New York,2010-02-03,-7.817918507170205,winter
New York,2010-02-04,3.05375006915154,winter
New York,2010-02-05,-0.21269254512530245,winter
New York,2010-02-06,8.339744795055108,winter
New York,2010-02-07,8.819202620999539,winter
New York,2010-02-08,-0.3654895241111302,winter
New York,2010-02-09,-4.680569007410339,winter
New York,2010-02-10,-5.833578523260644,winter
New York,2010-02-11,-10.440294774929024,winter
New York,2010-02-12,-3.8931197382053813,winter
New York,2010-02-13,3.3736475502508307,winter
New York,2010-02-14,-4.101358464752011,winter
New York,2010-02-15,3.9776802760961645,winter
New York,2010-02-16,-1.3757786372567677,winter
New York,2010-02-17,-4.183142278737289,winter
New York,2010-02-18,0.411796087470234,winter
New York,2010-02-19,2.1301046849878564,winter
New York,2010-02-20,-3.388919687732239,winter
New York,2010-02-21,2.829993232723848,winter
New York,2010-02-22,-0.9086124342926314,winter
New York,2010-02-23,5.7877482090697,winter
New York,2010-02-24,-1.6736871832438491,winter
New York,2010-02-25,-7.309870171954568,winter
New York,2010-02-26,-3.6125958981629926,winter
New York,2010-02-27,1.1206781206560525,winter
New York,2010-02-28,11.116663259794874,winter
New York,2010-03-01,13.128082607709592,spring
New York,2010-03-02,6.278222611698036,spring
New York,2010-03-03,15.630405771798353,spring
New York,2010-03-04,12.215665299226044,spring
New York,2010-03-05,9.139892143030968,spring
New York,2010-03-06,4.2146159237203875,spring
New York,2010-03-07,11.221061667451723,spring
New York,2010-03-08,2.2838573763632573,spring
New York,2010-03-09,10.536983991277147,spring
New York,2010-03-10,0.1596147449109908,spring
New York,2010-03-11,15.53734753734913,spring
New York,2010-03-12,14.049589502232571,spring
New York,2010-03-13,14.904777783730784,spring
New York,2010-03-14,7.978899592230458,spring
New York,2010-03-15,18.368542009042752,spring
New York,2010-03-16,12.108842177987512,spring
New York,2010-03-17,16.790320457453433,spring
New York,2010-03-18,8.245608545534717,spring
New York,2010-03-19,5.630766715536053,spring
New York,2010-03-20,5.712606594234997,spring
New York,2010-03-21,8.2916731437284,spring
New York,2010-03-22,12.773306329939157,spring
New York,2010-03-23,9.985296883296675,spring
New York,2010-03-24,10.44023473373143,spring
New York,2010-03-25,4.345861908136134,spring
New York,2010-03-26,-0.1311749666443851,spring
New York,2010-03-27,12.988226313928482,spring
New York,2010-03-28,7.234693749842311,spring
New York,2010-03-29,16.87882934103426,spring
New York,2010-03-30,5.986831616237817,spring
New York,2010-03-31,3.8266132079570205,spring
New York,2010-04-01,12.394392181228246,spring
New York,2010-04-02,13.120880679476562,spring
New York,2010-04-03,3.512840832331446,spring
New York,2010-04-04,11.42011766838093,spring
New York,2010-04-05,14.13602566523186,spring
New York,2010-04-06,13.87466592275828,spring
New York,2010-04-07,3.5527316522413956,spring
New York,2010-04-08,10.297936922613427,spring
New York,2010-04-09,5.832648462689674,spring
New York,2010-04-10,11.913931264296581,spring
New York,2010-04-11,14.956305242333542,spring
New York,2010-04-12,5.673412272610772,spring
New York,2010-04-13,14.994751475762811,spring
New York,2010-04-14,15.095866450239235,spring
New York,2010-04-15,9.124502002279455,spring
New York,2010-04-16,10.934605237650132,spring
New York,2010-04-17,18.32564468079441,spring
New York,2010-04-18,8.87190323240317,spring
New York,2010-04-19,17.048195859586656,spring
New York,2010-04-20,0.4119828377565915,spring
New York,2010-04-21,7.725222595727952,spring
New York,2010-04-22,7.6114916929545835,spring
New York,2010-04-23,8.41612016725767,spring
New York,2010-04-24,13.686166528488878,spring
New York,2010-04-25,9.165879023164914,spring
New York,2010-04-26,8.276787682046558,spring
New York,2010-04-27,3.2565732428529492,spring
New York,2010-04-28,3.672751235438949,spring
New York,2010-04-29,7.547821289696486,spring
New York,2010-04-30,9.032814152640709,spring
New York,2010-05-01,14.746595726651233,spring
New York,2010-05-02,9.319053679048864,spring
New York,2010-05-03,8.441432779280714,spring
New York,2010-05-04,7.002378111645429,spring
New York,2010-05-05,3.7040857171788657,spring
New York,2010-05-06,20.751392770190115,spring
New York,2010-05-07,10.021737941919154,spring
New York,2010-05-08,4.781795247223965,spring
New York,2010-05-09,8.974456536866331,spring
New York,2010-05-10,7.315063175268962,spring
New York,2010-05-11,12.120398363563886,spring
New York,2010-05-12,13.968417961735687,spring
New York,2010-05-13,10.225676483987927,spring
New York,2010-05-14,-5.58160221027606,spring
New York,2010-05-15,5.487267893150681,spring
New York,2010-05-16,19.06979304859676,spring
New York,2010-05-17,15.871206266915262,spring
New York,2010-05-18,9.529954368612133,spring
New York,2010-05-19,16.13320198808283,spring
New York,2010-05-20,8.079651511481456,spring
New York,2010-05-21,9.713700376289301,spring
New York,2010-05-22,8.684301756841812,spring
New York,2010-05-23,10.275528675935062,spring
New York,2010-05-24,6.9830474068011545,spring
New York,2010-05-25,11.97668899643709,spring
New York,2010-05-26,8.79097232782488,spring
New York,2010-05-27,8.735403180866134,spring
New York,2010-05-28,11.693362447673499,spring
New York,2010-05-29,9.440759195564972,spring
New York,2010-05-30,5.614708171347885,spring
New York,2010-05-31,13.943982700991713,spring
New York,2010-06-01,28.581696193643346,summer
New York,2010-06-02,28.425452976234748,summer
New York,2010-06-03,26.72679547072583,summer
New York,2010-06-04,28.23680087870647,summer
New York,2010-06-05,19.734907270229588,summer
New York,2010-06-06,22.749409673760276,summer
New York,2010-06-07,27.737584459759585,summer
New York,2010-06-08,24.84366526882424,summer
New York,2010-06-09,26.815388654099653,summer
New York,2010-06-10,17.04717481863395,summer
New York,2010-06-11,29.249068576614416,summer
New York,2010-06-12,29.388478362482388,summer
New York,2010-06-13,23.098921223257477,summer
New York,2010-06-14,18.364587293418797,summer
New York,2010-06-15,30.867599154496574,summer
New York,2010-06-16,18.833081153066736,summer
New York,2010-06-17,31.631193524530698,summer
New York,2010-06-18,28.056087437378544,summer
New York,2010-06-19,25.65204011932366,summer
New York,2010-06-20,32.6334842307807,summer
New York,2010-06-21,26.620817065559226,summer
New York,2010-06-22,26.02995988495348,summer
New York,2010-06-23,25.432742009638215,summer
New York,2010-06-24,22.886035509663994,summer
New York,2010-06-25,22.45696110511476,summer
New York,2010-06-26,16.074442741192943,summer
New York,2010-06-27,21.637002959685898,summer
New York,2010-06-28,10.314376797856292,summer
New York,2010-06-29,30.71713207020729,summer
New York,2010-06-30,19.341791049617516,summer
New York,2010-07-01,23.96765240003587,summer
New York,2010-07-02,13.560468482190531,summer
New York,2010-07-03,30.46452709049627,summer
New York,2010-07-04,22.12693323354145,summer
New York,2010-07-05,20.285300012765077,summer
New York,2010-07-06,21.49571494401537,summer
New York,2010-07-07,26.369529210600714,summer
New York,2010-07-08,22.17083538336767,summer
New York,2010-07-09,28.90192657234535,summer
New York,2010-07-10,20.28846302721716,summer
New York,2010-07-11,19.997001125899565,summer
New York,2010-07-12,20.35347646687283,summer
New York,2010-07-13,27.383083880346486,summer
New York,2010-07-14,19.410088996273476,summer
New York,2010-07-15,22.809838234223214,summer
New York,2010-07-16,25.22876299006085,summer
New York,2010-07-17,19.64134371799093,summer
New York,2010-07-18,27.85031967747654,summer
New York,2010-07-19,30.394943074565496,summer
New York,2010-07-20,16.56667751626689,summer
New York,2010-07-21,25.783851012634436,summer
New York,2010-07-22,22.781879963924286,summer
New York,2010-07-23,16.98922812300597,summer
New York,2010-07-24,24.960550808699224,summer
New York,2010-07-25,25.62826625706167,summer
New York,2010-07-26,24.83988594917369,summer
New York,2010-07-27,30.175548569461654,summer
New York,2010-07-28,18.58450084100098,summer
New York,2010-07-29,31.67289240716755,summer
New York,2010-07-30,22.970859768147783,summer
New York,2010-07-31,21.28438475771367,summer
New York,2010-08-01,24.58141422421285,summer
New York,2010-08-02,17.616073284470666,summer
New York,2010-08-03,21.065380919503507,summer
New York,2010-08-04,29.070640190145596,summer
New York,2010-08-05,25.25099930429251,summer
New York,2010-08-06,21.873720307277786,summer
New York,2010-08-07,25.986140422912477,summer
New York,2010-08-08,27.121885117452994,summer
New York,2010-08-09,20.93878489024526,summer
New York,2010-08-10,23.12218801985248,summer
New York,2010-08-11,26.145154692058558,summer
New York,2010-08-12,19.4518224793717,summer
New York,2010-08-13,30.035807378683884,summer
New York,2010-08-14,27.105857689189083,summer
New York,2010-08-15,22.86932546207837,summer
New York,2010-08-16,21.564540476104458,summer
New York,2010-08-17,25.451426584001354,summer
New York,2010-08-18,21.935790034829214,summer
New York,2010-08-19,21.12098788395832,summer
New York,2010-08-20,29.18432528985035,summer
New York,2010-08-21,22.7446048367378,summer
New York,2010-08-22,23.096982646996285,summer
New York,2010-08-23,29.864919454287023,summer
New York,2010-08-24,19.450566322540123,summer
New York,2010-08-25,29.57478202065776,summer
New York,2010-08-26,28.940653838750336,summer
New York,2010-08-27,23.82554045838948,summer
New York,2010-08-28,25.708601739362337,summer
New York,2010-08-29,26.014869341982486,summer
New York,2010-08-30,20.974713554213146,summer
New York,2010-08-31,17.003052840524624,summer
New York,2010-09-01,13.161493569802984,autumn
New York,2010-09-02,13.016658206903717,autumn
New York,2010-09-03,21.67113768909672,autumn
New York,2010-09-04,17.976272256087938,autumn
New York,2010-09-05,24.166934892649362,autumn
New York,2010-09-06,13.270973847918738,autumn
New York,2010-09-07,16.990491184536143,autumn
New York,2010-09-08,13.381471773931736,autumn
New York,2010-09-09,17.45279468345547,autumn
New York,2010-09-10,18.886916904901206,autumn
New York,2010-09-11,11.42812158542804,autumn
New York,2010-09-12,16.41898668014147,autumn
New York,2010-09-13,10.280016552568394,autumn
New York,2010-09-14,12.59596776030731,autumn
New York,2010-09-15,17.87684819609567,autumn
New York,2010-09-16,16.80338337665043,autumn
New York,2010-09-17,12.998051716742031,autumn
New York,2010-09-18,12.05378430900308,autumn
New York,2010-09-19,16.295944673648414,autumn
New York,2010-09-20,6.522473831815273,autumn
New York,2010-09-21,9.296823638104891,autumn
New York,2010-09-22,15.567860353387402,autumn
New York,2010-09-23,11.986164245993258,autumn
New York,2010-09-24,6.099450023351569,autumn
New York,2010-09-25,25.881620159793354,autumn
New York,2010-09-26,11.721360673490413,autumn
New York,2010-09-27,18.555462991287982,autumn
New York,2010-09-28,15.398340537764788,autumn
New York,2010-09-29,16.739343464491768,autumn
New York,2010-09-30,12.706550773665299,autumn
New York,2010-10-01,13.607719070780721,autumn
New York,2010-10-02,19.061441945892422,autumn
New York,2010-10-03,15.306689592800948,autumn
New York,2010-10-04,14.240027265306232,autumn
New York,2010-10-05,8.125059738601983,autumn
New York,2010-10-06,17.537419613121205,autumn
New York,2010-10-07,1.8439510491840294,autumn
New York,2010-10-08,15.744026266608497,autumn
New York,2010-10-09,18.695625616860337,autumn
New York,2010-10-10,11.701065191619579,autumn
New York,2010-10-11,14.13662943188006,autumn
New York,2010-10-12,11.849368759486762,autumn
New York,2010-10-13,11.584307279547426,autumn
New York,2010-10-14,16.59287239997089,autumn
New York,2010-10-15,16.90750015710717,autumn
New York,2010-10-16,15.86019653344864,autumn
New York,2010-10-17,14.880127198715948,autumn
New York,2010-10-18,18.44106167335742,autumn
New York,2010-10-19,23.188751168390063,autumn
New York,2010-10-20,17.179473824232186,autumn
New York,2010-10-21,16.02130815832758,autumn
New York,2010-10-22,12.918078615579525,autumn
New York,2010-10-23,17.337993698982864,autumn
New York,2010-10-24,22.61901966339538,autumn
New York,2010-10-25,15.0689539480747,autumn
New York,2010-10-26,14.962362818484326,autumn
New York,2010-10-27,9.993773975452942,autumn
New York,2010-10-28,22.694932529956585,autumn
New York,2010-10-29,17.02589827912985,autumn
New York,2010-10-30,15.622100670841041,autumn
New York,2010-10-31,18.116373140495583,autumn
New York,2010-11-01,26.23329503265704,autumn
New York,2010-11-02,8.003012783682045,autumn
New York,2010-11-03,17.727196279027506,autumn
New York,2010-11-04,18.52698542547125,autumn
New York,2010-11-05,17.815690206351576,autumn
New York,2010-11-06,13.969460063606832,autumn
New York,2010-11-07,14.671776686294455,autumn
New York,2010-11-08,16.764998046727563,autumn
New York,2010-11-09,6.793719436742544,autumn
New York,2010-11-10,17.221332105445313,autumn
New York,2010-11-11,5.043523692842768,autumn
New York,2010-11-12,19.908936531154488,autumn
New York,2010-11-13,9.252285674703819,autumn
New York,2010-11-14,10.277995691710352,autumn
New York,2010-11-15,16.107792206679992,autumn
New York,2010-11-16,15.337351473212102,autumn
New York,2010-11-17,15.805008098571582,autumn
New York,2010-11-18,21.421248119091942,autumn
New York,2010-11-19,21.749163401472927,autumn
New York,2010-11-20,13.60094952924318,autumn
New York,2010-11-21,14.23230583828943,autumn
New York,2010-11-22,4.1068454466964415,autumn
New York,2010-11-23,13.013600300966468,autumn
New York,2010-11-24,18.487737220173596,autumn
New York,2010-11-25,21.107698161422956,autumn
New York,2010-11-26,20.44543326701458,autumn
New York,2010-11-27,15.347734547946924,autumn
New York,2010-11-28,21.923985531927617,autumn
New York,2010-11-29,21.533275146842907,autumn
New York,2010-11-30,21.26200677306968,autumn
New York,2010-12-01,0.18877241687740198,winter
New York,2010-12-02,3.3949053241489042,winter
New York,2010-12-03,-4.284536027407841,winter
New York,2010-12-04,9.117794320569152,winter
New York,2010-12-05,-2.4864983039057393,winter
New York,2010-12-06,0.6435903730400869,winter
New York,2010-12-07,-10.298429881215576,winter
New York,2010-12-08,-0.8266042189512062,winter
New York,2010-12-09,-7.798819421391684,winter
New York,2010-12-10,-1.9952919784338885,winter
New York,2010-12-11,3.8985053890623593,winter
New York,2010-12-12,1.0132820246419103,winter
New York,2010-12-13,1.7242670609429682,winter
New York,2010-12-14,-1.1781161473996447,winter
